Field_ID,Year,Quality,Yield
U5XPKEU,2017,1,2.42
5S27AF3,2017,2,1.55
J7HMQZT,2017,1,1.78125
TA4CJZL,2017,2,3.025
4QGY1H1,2017,2,2.05
N236YL4,2017,2,4.04375
ADG3O0P,2017,2,4.28125
UJ5SCPR,2017,2,9.525
KL2N03S,2017,2,4.03125
VCX83EL,2017,3,0.5
VURK1LY,2017,2,4.1625
S14914F,2017,2,2.875
EYLEQIS,2017,1,4.525
IN12Y74,2017,1,3.6625
WBTB7NX,2017,1,6.80625
OCVC1BM,2017,1,1.9
BUDLPZI,2017,1,1.0
28XCEOG,2017,1,2.05625
4JQLVV5,2017,1,1.4625
A4KH8QP,2017,1,1.275
8IX97E3,2017,1,8.4725
A4758WW,2017,1,2.175
TQY25VB,2017,3,4.63125
J90EFSH,2017,3,4.275
56EDXUS,2017,2,3.0125
EQMXMRU,2017,2,3.58125
10F62SA,2017,3,1.6875
DIPVGVL,2017,3,4.6625
RKLIAYL,2017,2,4.38125
RMDW2G4,2017,3,3.7
T0SZK85,2017,3,3.8125
B1WG0CJ,2017,3,5.0625
4M446T5,2017,2,4.60375
2FRYD1Q,2017,2,2.0625
KLJAGXX,2017,3,3.64375
6EIIBY9,2017,3,1.15
ATX3N1W,2017,3,4.18125
Q37MOQJ,2017,2,4.775
2D6YORS,2017,3,5.775
23R1GBG,2017,2,5.42625
FZ3CRGR,2017,3,2.9
IMM1U7L,2017,2,3.16875
125H4EO,2017,1,3.96125
EGWA7F7,2017,3,3.5875
77P46O9,2017,1,4.555
U4PDY1J,2017,3,3.13375
WB492HZ,2017,3,5.78125
85QP7VK,2017,3,1.60625
ROY4D2B,2017,3,4.075
24M9LLM,2017,3,3.58125
O4F277C,2017,2,1.5875
3MBJRYB,2017,1,1.625
D52TSFA,2017,1,2.3125
LGKQ4OP,2017,1,1.26875
ZQ8AZOR,2017,1,1.3125
BFAN52U,2017,1,4.375
ESESYT2,2017,1,5.88125
E3WV028,2017,1,3.9375
QEOWSGM,2017,3,4.5625
2DQJ6LV,2017,3,2.575
XS07T14,2017,3,5.44375
40IZ6IN,2017,2,2.3175
OKCGR5S,2017,1,3.3625
G9VEDKE,2017,1,4.0625
MH5Q1CG,2017,3,0.625
DPI1JE4,2017,2,0.6875
6ZCOJJ5,2017,3,3.6
PW5KIAF,2017,3,2.5
J1PV25X,2017,3,1.63125
VCY2DBU,2017,2,1.66875
ZHL9XSD,2017,2,1.10625
GXF8SYG,2017,2,2.4875
Z8TXSZG,2017,1,3.79375
MOWWQCM,2017,3,0.80625
66R30EJ,2017,3,5.9125
SYEHHTO,2017,3,3.875
5POC9KA,2017,3,1.21375
N9KFYQC,2017,3,6.40625
BEQE0G5,2017,1,1.725
UC5OZWF,2017,3,1.325
8IXJ6S9,2017,3,4.55
6TZOSLD,2017,2,2.375
VY39LPN,2017,2,3.625
Q6PRWA1,2017,2,2.9
P563X6G,2017,3,2.26875
NDFADV6,2017,1,5.6875
TIJFHNC,2017,3,3.14125
ASAMVF2,2017,2,5.4
8IZU7RJ,2017,2,2.96875
06MZI49,2017,2,2.03125
0RFARVL,2017,2,1.1375
RIA05SA,2017,1,3.04375
WKX22Y5,2017,2,1.21875
ZQ6BTS6,2017,2,3.41875
YVH1O5Y,2017,3,4.63125
N4N3A7J,2017,3,2.9
SCGO4LX,2017,3,3.33125
FY272OT,2017,2,2.2
BNFNPN0,2017,2,2.78125
73V2KPZ,2017,2,1.53125
DT13GFL,2017,2,2.685
W56UB65,2017,3,1.725
2106ZTS,2017,1,1.9
Q5171P3,2017,2,1.975
U9IDEIL,2017,2,0.84375
ITGGV3M,2017,2,1.73125
881ENJL,2017,3,1.3
H3YG3C1,2017,3,1.7125
3SIOTTI,2017,2,1.84375
6ZVU3I1,2017,2,1.8875
9ROH3AY,2017,2,1.59375
GS4VKPX,2017,2,3.4625
DQCWB38,2017,3,2.8625
GNE135R,2017,2,2.4375
8V16PUN,2017,2,1.9125
MZ6W881,2017,2,1.0125
OSEIGGV,2017,3,7.3625
33F868K,2017,3,1.11875
V336G5D,2017,2,4.50625
67UQ1YL,2017,2,2.05
SG48740,2017,2,2.165
V6J9GLV,2017,1,3.3
2N8N3Q9,2017,3,2.35
PZ0TZBK,2017,2,2.0
2XQOHPM,2017,3,5.675
XU3R8X2,2017,2,4.8075
MMQ2GKU,2017,1,1.8625
IHWWQH6,2017,3,0.61875
X9YQFJ1,2017,2,3.175
PK8OU6F,2017,3,2.06875
KYZ9HU3,2017,3,1.8625
NC32KPC,2017,2,2.20375
PDTYVWK,2017,3,2.7675
YARR7LW,2017,3,2.7375
BT0KDDB,2017,3,1.48125
J8ZV81V,2017,3,4.175
GZAC61I,2017,3,0.975
LBVT5LE,2017,2,2.375
EAGEH29,2017,3,2.9125
DB59IDH,2017,2,2.56
S3O7O7Q,2017,2,3.01875
BODXTQZ,2017,3,6.325
D16MO3S,2017,2,1.35625
5UWKZZ3,2017,2,1.35625
KDDEOJI,2017,3,3.84375
ZZURETH,2017,2,4.0
CLJCTL9,2017,2,4.13125
C6ZEAAD,2017,2,4.56875
93VS1XX,2017,2,2.2
H4GM8CF,2017,2,0.80625
5J8B0ZR,2017,2,4.79375
0IOHWHR,2017,3,3.30625
2HBXTB4,2017,3,8.06875
O228YT4,2017,3,3.3625
EC4CQK5,2017,3,4.0625
MURYWAO,2017,2,1.9375
B2DDJDU,2017,3,2.39375
U8M3407,2017,2,2.6875
R7FZ8YC,2017,3,2.315
NIR3BCH,2017,3,0.5875
OBH1IE4,2017,2,2.86875
S13HHUX,2017,3,1.6125
LRIJYJL,2017,2,1.94375
FHXNBHS,2017,3,3.875
A9PMET7,2017,3,1.3625
P24ZIUI,2017,3,2.13125
HLDH2GS,2017,2,1.78125
4NKG26O,2017,1,5.5125
IYRB0F7,2017,2,2.56875
KYUPMQP,2017,2,3.66875
ENCTEIR,2017,3,3.00625
375KLI1,2017,2,4.025
V31SU5P,2017,2,3.34
77SXVO4,2017,3,2.4125
RAMUWG9,2017,3,2.90625
VK53YOQ,2017,2,3.5625
F55GNGE,2017,3,3.64375
MFIOP1M,2017,3,1.5875
VWFQUDF,2017,2,5.3625
CL4WJDD,2017,2,2.125
FT90WVR,2017,3,3.26375
AW8BZWF,2017,3,3.375
GGSRRNV,2017,3,2.3625
NJZHCFQ,2017,3,2.3875
0AYB1QS,2017,3,1.44
W9UY2EW,2017,3,4.3
IWLTQXK,2017,2,2.00625
GMP74A6,2017,2,3.10625
KMONH8L,2017,2,1.4875
8G4XZTI,2017,3,6.16875
OU6NK6A,2017,3,2.06
2MIAH4A,2017,2,1.63125
RFOD36D,2017,3,0.5625
YRKQLZP,2017,3,1.0375
9KXWR7C,2017,1,1.0
2QX7JZ4,2017,3,2.875
40G42WB,2017,3,1.6875
0OCOHIA,2017,2,3.8625
5TLNGXW,2017,2,1.2375
AGS6IPD,2017,2,1.75625
U2EF9QN,2017,1,2.1625
E5HR3IC,2017,2,2.5625
XWKLS3X,2017,3,2.5625
ZDMVOLG,2017,3,1.5625
65U937N,2017,3,3.1875
H941NMQ,2017,2,4.28125
QJZWB87,2017,3,2.375
58RN2VG,2017,2,1.425
5INJCDT,2017,2,3.875
19JNGVW,2017,3,3.09375
UGPLJF3,2017,3,4.2
UN1AGIN,2017,2,5.2375
028HQC5,2017,1,1.24375
MWEJ3L8,2017,3,3.425
ITCCH9D,2017,2,0.7625
1UFQDW6,2017,3,3.58125
ZW07FAD,2017,3,0.50625
ZVI8UFX,2017,3,2.025
Y1D8A6S,2017,3,2.275
KTE0TUB,2017,3,7.21875
TCCPP5J,2017,3,4.75
CM7TAN2,2017,3,3.3725
VNWVTHQ,2017,3,0.9875
2QO0WGF,2017,2,3.3125
ZCGHM90,2017,1,1.175
1KQFF1T,2017,2,4.625
S6SSZ4V,2017,3,2.79375
C9XOCAH,2017,2,3.125
93BITLK,2017,3,1.6875
0L6PQNJ,2017,2,3.175
60US5N0,2017,3,3.11875
4ZWX9YD,2017,2,5.125
141OCRS,2017,3,4.625
5TKDZDF,2017,2,2.05625
H00ASUX,2017,1,4.75
MIUKJBD,2017,2,3.4375
FNNQNWS,2017,3,3.5625
03WUPNP,2017,2,1.8625
N2AZTKQ,2017,2,2.1375
ZT2XCZ7,2017,1,1.59375
I9PVAD5,2017,2,3.6875
LQN84I9,2017,3,5.4525
9NO61O2,2017,2,3.0875
5DJREZY,2017,2,2.58375
U8OX6BO,2017,3,2.18625
58YNHDH,2017,2,4.375
386FS13,2017,3,1.2375
J1JTASF,2017,3,4.3375
VDA4NR8,2017,2,1.125
RE17VO3,2017,2,4.0
QBHUM8R,2017,3,3.81875
YSOHIAY,2017,3,2.0
QEZGFJB,2017,2,4.8625
2ZB8OUR,2017,3,1.875
IHC25V0,2017,2,2.75
RMWNOXL,2017,2,5.7
BZT74ZY,2017,2,2.40625
FIG1NFQ,2017,2,3.875
ZL5IIV3,2017,2,0.875
26W1X1U,2017,3,0.55
TU8Z3R5,2017,1,0.76875
IB0AZLO,2017,2,3.5
N8PGW00,2017,1,4.9125
HI8DG61,2017,2,3.5625
3AI0QIK,2017,2,1.91875
ZQKHKTP,2017,2,2.0
7PY5TOX,2017,1,3.625
P02D9L9,2017,3,5.8625
4YWVEZM,2017,3,2.26875
40RVK2M,2017,3,2.69375
RUY4XMF,2017,3,2.8
W67PIBV,2017,1,2.86625
8F9NHIX,2017,2,2.56875
UUEQ4HC,2017,3,1.94375
R08DDE3,2017,2,2.16875
SNIJPBQ,2017,2,3.1375
LKXOTKU,2017,3,2.96875
AU2RSR9,2017,3,3.8875
3TBNEYT,2017,3,1.4125
MLNX7O4,2017,3,3.8125
144GQTP,2017,1,5.125
PEXUDG0,2017,3,3.875
606BWH8,2017,3,4.9
NE8DJNQ,2017,3,3.75
S7C1X2X,2017,2,3.15625
QCA1D1W,2017,3,6.125
YSRDRX5,2017,3,4.25
19SR3I8,2017,2,5.05
SRE5NFR,2017,1,4.775
ARIBERZ,2017,2,3.38125
EH75E02,2017,2,4.39375
UIE073H,2017,2,3.7625
KMXFNQU,2017,3,3.26875
D4RNZTS,2017,3,3.6125
860KUX1,2017,3,0.86875
C47KBJF,2017,3,4.625
48DMGMP,2017,3,0.93875
YBTNW43,2017,2,2.69375
H1YKDOL,2017,3,4.51875
RYGIGPP,2017,2,3.20625
LCQU1CV,2017,3,3.94375
LUEV50S,2017,2,3.48125
IAAR84H,2017,2,3.48125
C7HY9E7,2017,2,4.46875
C1G7E4T,2017,1,0.43125
OSIZZXZ,2017,3,1.5125
FJIYDO8,2017,2,4.46875
26JICZK,2017,2,5.93125
IEZROJ1,2017,2,1.55
JY6JISY,2017,2,2.5125
TVEPU9V,2017,2,1.3875
NA56R5E,2017,3,4.7625
XIHJ0LH,2017,3,4.7625
OFW4S3Z,2017,3,2.125
WZP4KZO,2017,3,1.1625
X9JQR7G,2017,2,2.59125
J7FFBKY,2017,3,3.65
JZOTOGU,2017,2,3.00625
MQIK8PQ,2017,2,3.85625
FN92BT7,2017,2,2.80625
2V289BO,2017,2,5.25625
3V96TGD,2017,3,3.7
DKOE5FC,2017,3,2.6125
AVN8OD2,2017,3,4.0625
5QJAVW5,2017,2,2.2625
QIIHEUH,2017,2,4.62125
EWHHKD2,2017,2,5.09375
J95QDSD,2017,1,2.0875
OU3B6QX,2017,2,2.04375
HYZIXVG,2017,2,2.575
VCY10ME,2017,2,4.3125
WJN3AOC,2017,3,5.425
DMRGCZG,2017,2,1.9625
3PAQX1W,2017,3,2.0
0JKC3YX,2017,3,5.00625
PJIOGFD,2017,3,3.625
DQZLPF5,2017,3,0.86875
SFZGSUO,2017,2,4.375
JXKAVYK,2017,2,1.9625
B2031T0,2017,1,2.34
P6JNQUJ,2017,2,7.66875
TCBGFVA,2017,2,5.5625
SGYLR1G,2017,3,3.0125
P57A6K0,2017,2,1.3375
1R3OEHT,2017,2,2.2125
OTYXP9F,2017,3,6.375
X2MQFEA,2017,2,4.31875
QMSWFE6,2017,2,3.51875
ZCXW7F3,2017,3,4.35625
XWBCY05,2017,2,1.26875
A042DLU,2017,2,1.3375
CUJ76XY,2017,2,3.25625
PKDJ748,2017,2,4.2125
B7XMZ3N,2017,3,0.23125
MQS6VSH,2017,3,3.8
FTVUAD3,2017,2,2.0625
VLLRW8S,2017,3,2.65625
NPTNN5U,2017,3,3.0625
OVDNS4N,2017,1,5.5
6LXK4WM,2017,2,4.3125
VQS8QAK,2017,2,0.825
43EE4E7,2017,2,4.225
NIHBBDD,2017,2,2.1125
T3M7IC4,2017,2,4.78125
MFRJLLQ,2017,3,1.59375
G5XJXKX,2017,2,2.125
L9DRKLP,2017,3,3.33125
OR89KG2,2017,3,2.84375
DAM5K1H,2017,1,2.35
U0W4MPH,2017,3,2.1625
U0KY8B9,2017,3,0.99375
2HB7667,2017,2,2.1
KE9KGEA,2017,2,2.1
RS4NC3R,2017,3,3.75
11B7N22,2017,2,5.76625
CRP702O,2017,3,1.0875
DJCQUZL,2017,3,1.025
X5RA9YD,2017,1,1.275
5UJUQFT,2017,2,0.46875
ISXTIP4,2017,2,2.05
NEP878S,2017,2,3.55625
UIH8DGP,2017,1,3.2875
H4VZLA2,2017,3,0.31875
440L92Y,2017,2,3.125
GNA41E3,2017,2,2.78125
IPDHBFB,2017,3,3.85
ADCS03H,2017,3,0.29375
MARD2PY,2017,2,3.115
A68TXPL,2017,2,1.30625
92YFCUD,2017,1,1.03125
UJ8EA8G,2017,3,6.65
JZAVY5X,2017,3,3.19375
5O5N6SI,2017,3,4.80625
5O7YAG1,2017,2,7.89375
R8RTDJJ,2017,2,2.3375
YJCJ0F2,2017,3,2.0875
OL2XLRE,2017,2,2.5625
0HH6VRK,2017,3,3.10625
SG7FHYS,2017,2,2.1625
YN53C96,2017,2,3.31875
QI7XB4S,2017,3,1.55625
XZHJFA5,2017,3,2.075
T0JN917,2017,2,1.7
9G8Q7OY,2017,2,1.95
9EHL835,2017,2,2.29375
17P5BT8,2017,3,4.45
2UBMFZS,2017,3,4.61875
D0JF42G,2017,3,2.51875
O0AKBKF,2017,2,0.90625
P9D3IKB,2017,3,3.2
W8ATAUO,2017,3,1.575
O47CZAK,2017,3,3.6375
NDRRH75,2017,1,0.48125
HOFSKQ4,2017,3,6.59375
VCP7DD2,2017,2,5.875
6ORE571,2017,1,6.2875
3SX6DIL,2017,2,3.66875
155NRH9,2017,3,2.11875
KG73GVF,2017,2,3.94375
Q3E4O4F,2017,3,1.04375
2LA9C4Z,2017,3,4.29375
CV3TAZ1,2017,2,4.975
ORXRGI5,2017,2,3.1
SWTE3WG,2017,3,5.6375
WZ4F1XK,2016,1,1.391
L3XXG80,2016,2,1.391
F6TURSZ,2016,2,2.0869999999999997
BBEFUP4,2016,3,2.131
FNOIHI2,2016,2,3.1889999999999996
2RWBEXY,2016,3,2.019
CGPWX8H,2016,2,1.525
3VIOLPI,2016,2,4.606
TRU2EL8,2016,2,0.0
N22D7AH,2016,3,0.9440000000000001
XCQC656,2016,2,0.875
7CWZCEJ,2016,2,1.025
M8IBFQD,2016,2,3.406
EU5YBLF,2016,2,0.631
2JAJUJC,2016,3,4.756
HQDST2K,2016,3,1.631
ZMLNKAC,2016,2,0.625
VBMHBPY,2016,3,5.138
OMEHMSY,2016,2,4.519
YZ8HDQN,2016,3,1.625
XZHP90Z,2016,2,1.75
U5ZEEQZ,2016,2,1.3119999999999998
VBACQVJ,2016,3,2.3
PAQHPRW,2016,3,1.7690000000000001
RWF212S,2016,2,1.5
KTZ0MXP,2016,3,3.613
JWB71L7,2016,1,4.456
Y2WD1HK,2016,1,3.6630000000000003
051V3LF,2016,3,1.0
YFQJA2J,2016,2,1.525
HT2DPUV,2016,2,0.988
AGG0EUT,2016,1,0.8059999999999999
GK9GL5W,2016,3,6.8870000000000005
LEW0J7F,2016,2,1.4069999999999998
XF3XHGR,2016,3,1.906
WTIIEQV,2016,2,2.237
GJDSB92,2016,2,2.938
RJO7559,2016,3,0.5379999999999999
2OC56VN,2016,2,2.938
Y8GEU01,2016,1,1.412
UET1Z19,2016,3,5.05
69KPB1Q,2016,1,1.6059999999999999
S5N1DP1,2016,2,1.925
OGD5IAI,2016,3,0.256
YZ0934U,2016,1,1.575
0WB522G,2016,2,4.944
2UXPXY5,2016,3,2.592
1GBOVES,2016,3,1.975
W8K6KZO,2016,1,1.725
FGDRS2F,2016,2,1.494
E4KR2ZA,2016,3,1.9880000000000002
EX38XVM,2016,1,3.605
HOBJAUF,2016,3,3.58
TBJ2MTU,2016,2,0.0
3JBSNX0,2016,3,4.431
D0K0PJH,2016,1,1.7309999999999999
9EH3MMQ,2016,3,4.144
XGEESME,2016,2,4.625
GGD4GFX,2016,3,0.75
AR74M2C,2016,1,3.469
834I6X3,2016,2,5.888
HXEQ2P4,2016,1,3.3
F64E5LZ,2016,3,3.013
1ON0B3P,2016,3,1.837
BKXVQ73,2016,3,1.5619999999999998
MTBT832,2016,2,3.1189999999999998
GKYLSXZ,2016,3,2.387
G2AETJJ,2016,2,1.062
JTW12LC,2017,1,1.50625
E1MVD22,2017,1,2.7625
8PZMFV9,2017,1,1.49375
WXQ3I32,2017,1,2.86875
GS58H02,2017,1,2.8625
Z147J7H,2017,1,3.15625
YXYICRK,2017,1,4.8375
1YMQENK,2017,1,1.5825
ALWTU6H,2017,1,7.06875
84C7NSO,2017,1,2.80625
GKB3PBE,2017,1,2.8
G81GIDK,2017,1,1.7125
W4TAB56,2017,1,2.8875
J53ESQR,2017,1,2.43875
L9HUWVS,2017,1,6.25
1VUC0E7,2017,1,2.8125
24NJYBH,2017,1,5.125
7WABN0H,2017,1,2.8
JGXLD75,2017,1,3.16875
8PHDVHM,2017,1,7.5
YN2N8UM,2017,1,10.0725
MYFL185,2017,1,3.65
7Z6F917,2017,1,1.5
0PZK8LC,2017,1,1.28125
PWRJLJL,2017,1,5.5
XG7O23L,2017,1,2.5
SDOCAW7,2017,1,2.9375
O4K7M51,2017,1,5.09625
0KOUSRY,2017,1,6.05625
DDVOE26,2017,1,14.45
F1MYON2,2017,1,3.6875
U0ZR6L2,2017,1,3.5
MOIKKH1,2016,2,3.513
2T257O3,2016,2,2.5
QC6EKS9,2016,3,0.925
0C24Y6K,2016,2,1.8119999999999998
SXKLUIK,2016,3,5.906000000000001
KJWHHJR,2016,2,1.013
QI8XOML,2016,2,0.644
200ZXLP,2016,1,1.794
XONXQG6,2016,2,2.6060000000000003
F3Y9XW4,2016,3,2.763
VO7ADOU,2016,2,2.7
RFHKRIO,2016,3,4.9
QDSLOKR,2016,3,2.125
G7LTQTG,2016,2,0.775
MKXH598,2016,3,1.5
HRJ6DPG,2016,3,1.931
5ZOZ3XU,2016,2,1.556
XHODRPG,2016,3,3.912
715RC5O,2016,2,2.0869999999999997
E6LS4ZL,2016,3,0.975
T1O7NOZ,2016,3,1.425
BEBUR5M,2016,3,3.3369999999999997
UC97HCY,2016,2,1.306
JN3NN5Q,2016,2,3.3689999999999998
Q27YA93,2016,2,1.8619999999999999
0RZORBR,2016,2,0.631
XFDYH58,2016,3,1.456
20JYCZS,2016,3,4.369
RD79AQY,2016,3,3.562
TNEALBH,2016,1,0.625
DVG46NS,2016,2,2.256
MSDEYOD,2016,1,1.4
AX63VFB,2016,2,2.531
EOFKXJM,2016,3,2.7119999999999997
FVJGRBG,2016,3,2.5
ITHHNOZ,2016,2,0.0
54BSUU1,2016,3,0.85
9LH3J5D,2016,3,1.65
8P2064O,2016,1,1.4380000000000002
PA759VB,2016,3,1.3119999999999998
1Q9VJMN,2016,2,0.75
Q62QALK,2016,2,2.056
ACRYIAN,2016,1,1.75
KUOM3BS,2016,3,2.069
V260EAP,2016,3,2.7880000000000003
D2EROYN,2016,3,2.312
6O1XDIF,2016,3,0.3
2B7XRNJ,2016,3,2.106
B1M83FI,2016,3,5.531000000000001
KW5CPMG,2016,2,0.225
YCNP8A0,2016,2,3.0
WA1YJTO,2016,2,5.55
OW3F3T4,2016,2,6.031000000000001
DRBLH15,2016,3,1.338
7S6UMCA,2016,3,1.169
C6RBSJA,2016,3,2.494
JPB7R0E,2016,2,1.206
2QEJFWP,2016,3,3.9189999999999996
SF3EIYV,2016,3,1.6119999999999999
7ETALV8,2016,3,1.837
M4HUEG7,2016,3,4.506
ZGC74EY,2016,3,1.807
S6X17E0,2016,2,0.812
E0GPAG7,2016,3,4.112
1EUBFTQ,2016,3,4.269
T4UIO2J,2016,2,2.75
PZ49MI0,2016,2,4.35
2KHGQ2K,2016,3,1.8619999999999999
2T4H7S3,2016,3,4.5
HIKQKS7,2016,1,1.6880000000000002
2XTGUYP,2016,2,3.969
EQB8NI9,2016,3,2.1630000000000003
43Q5CF5,2016,2,3.8689999999999998
PKQD76F,2016,3,1.238
MWBCM2D,2016,3,5.15
N79064W,2016,2,1.5119999999999998
4RI1BA2,2016,3,5.218999999999999
0O68D3S,2016,3,1.719
F77C4QA,2016,3,3.0380000000000003
11D56CN,2016,3,0.875
UH6YM70,2016,3,2.438
3WT65NH,2016,3,1.8559999999999999
8H95LD0,2016,3,2.562
MMG9KDV,2016,3,0.0
MWHUP3N,2016,2,2.062
XKBZYBF,2016,2,3.4189999999999996
86G30FT,2016,3,1.95
6PS8TY6,2016,2,1.5
V56UGRU,2016,2,0.9
1I25XRN,2016,3,2.4619999999999997
U3PA880,2016,2,2.375
P02BEQJ,2016,1,1.4380000000000002
12WJTV3,2016,3,2.544
IKCW40F,2016,1,0.0
SWLKN6M,2016,2,1.469
PWC0HB5,2016,3,0.43799999999999994
HWI458X,2016,3,4.681
27106B2,2016,3,5.438
R8PM8DV,2016,3,3.55
GYJFCVL,2016,3,2.7439999999999998
YCNDWSH,2016,3,3.5060000000000002
OCAZCLN,2016,3,2.312
L9R4DFY,2016,3,2.963
GZATWWZ,2016,2,2.15
MHGQEA8,2016,1,0.812
YZCVOMR,2016,1,3.475
KVMC554,2016,3,4.269
KFSNFI4,2016,3,1.963
O6YLDM2,2016,2,0.0
LUK882M,2016,3,1.212
KOD2LT2,2016,3,0.625
ADPJ3CJ,2016,2,1.1
LYOLMFY,2016,3,2.381
7GPSNP9,2016,2,4.938
HJBP26N,2016,3,4.938
JXNGRKK,2016,1,0.544
85MS5LQ,2016,2,0.188
9RKCUQW,2016,3,1.55
AB2C5AH,2016,2,4.713
WP0XWQJ,2016,2,0.988
VN525XD,2016,3,2.7880000000000003
DLUEF8E,2016,3,2.7439999999999998
4FGH14I,2016,3,5.756
8OOIAYZ,2016,3,1.375
Y69UWDF,2016,3,0.262
M5GU6WJ,2016,3,1.9880000000000002
6IYHPVN,2016,1,2.5869999999999997
8NLWJCA,2016,3,2.531
RI0C75G,2016,2,1.806
H8L81CJ,2016,3,2.2
AGJJVQM,2016,3,1.4
JTPAD2F,2016,3,2.8
NJ3YF0R,2016,3,2.9560000000000004
41TF7I5,2016,2,1.5190000000000001
USTWSYS,2016,2,6.181
A7SPV9S,2016,3,4.425
EW1T55Y,2016,2,0.03
OAHYSV6,2016,3,1.7690000000000001
OT86VLI,2016,2,4.0
LEND2M8,2016,2,1.9
ZAWG1RW,2016,3,1.794
5GXL5GF,2016,2,1.906
KQ3EI2R,2016,1,1.125
KWFU9FC,2016,2,2.9939999999999998
NMFJ102,2016,3,5.531000000000001
A91LSJH,2016,3,2.931
XG88J12,2016,3,3.1060000000000003
0GAUHG8,2016,2,4.582
SC4KHEE,2016,1,1.6
KLE49JJ,2016,2,2.763
RHB8UEH,2016,1,1.875
SS6LFIZ,2016,1,2.237
XNHU5FN,2016,3,6.037000000000001
XGDSFCX,2016,2,5.044
HVFVW21,2016,3,2.1
9B3HPV5,2016,2,2.0580000000000003
NKZ3E4J,2016,3,7.225
2ZDRVW6,2016,1,0.413
HYMQOH8,2016,2,2.9939999999999998
XS6ECXZ,2016,2,2.013
7XMSCJO,2016,1,4.213
SSMMMV1,2016,1,2.037
DTN8HKN,2016,2,2.006
Q0Q6X74,2016,2,5.3870000000000005
D1JL5TH,2016,3,4.425
B47B6QT,2016,1,1.412
5PRDIHO,2016,3,3.656
ZQ37O7V,2016,2,3.344
EF5K7UJ,2016,2,0.0
V64Q0HK,2016,3,2.144
XOS4DRO,2016,2,3.2
88OXJ20,2016,2,1.3630000000000002
SDHYWEG,2016,2,0.688
LTLUAJQ,2016,3,6.112
6YF8Y0X,2016,2,3.9
JET7H9R,2016,3,0.39399999999999996
ZRIS3GY,2016,1,1.113
7MD14KM,2016,3,0.625
TBMDC7P,2016,3,2.387
BRE4750,2016,2,3.8810000000000002
SUTINHJ,2016,2,1.625
MDU6U0F,2016,3,7.2620000000000005
VJLBZ77,2016,3,1.275
P86T38Q,2016,3,2.844
SWR4NVK,2016,2,4.4
1ZRT8MA,2016,3,2.312
JL5877C,2016,1,1.875
JV673LJ,2016,3,2.263
6FXKK6V,2016,2,3.8369999999999997
GCFFLGL,2016,3,1.469
JRTY0O1,2016,3,1.5190000000000001
0SE4HIJ,2016,3,0.769
FK23K9C,2016,1,1.232
6OUCSWL,2016,2,3.125
50MNNWK,2016,3,1.125
DPSICHE,2016,2,2.8810000000000002
I97JOXE,2016,2,3.475
F0FBTPO,2016,2,5.694
9T1Q1NY,2016,3,2.4
P783BH7,2016,2,0.8690000000000001
I9JMZUD,2016,2,2.938
RISTGGO,2016,2,0.0
W4XP8QW,2016,3,2.637
H8TTOCF,2016,3,3.469
YBQ5VFA,2016,1,2.688
BZ52P7I,2016,2,1.425
QDTERIA,2016,3,3.7310000000000003
6NII4UJ,2016,3,3.812
JK0M8LR,2016,2,0.562
7XVNRCJ,2016,3,2.0
LRWHWQO,2016,2,1.4
8QKKZ22,2016,3,1.4809999999999999
CHL9NXT,2016,2,1.825
WE7BGDK,2016,1,1.2
NVF092O,2016,3,5.688
CALXTT5,2016,2,1.75
DD2X41K,2016,3,2.394
NQBC7CR,2016,2,3.775
C4AJ3YY,2016,3,2.338
WNB6Z6V,2016,3,5.8629999999999995
YOZEXUW,2016,2,2.819
ESMSJ5X,2016,3,1.6059999999999999
2KKJSIR,2016,3,5.081
YWO4DJH,2016,2,5.369
W0DXWJL,2016,2,2.7939999999999996
TV4YABH,2016,2,1.281
S2DQ1P6,2016,3,0.55
JDEZCBO,2016,3,3.75
JW144W3,2016,1,4.519
7YPNMBS,2016,2,1.88
